image_file,score,Contrast,Correlation,Difference_Entropy,laplacian,blue,green,edge_intensity,saturation,centroid_l
/Data/PoseEstimation/COCO/images/train2017/000000000136.jpg,0.5287173906341195,190.06063251419783,0.9528445988773993,3.981438298146056,690.8441256853836,61.08036387631976,53.99797322775264,31.995192307692307,116.40822963800905,0.1296521622584641
/Data/PoseEstimation/COCO/images/train2017/000000000397.jpg,0.4633867889642715,108.2446557644059,0.9841942066324776,4.198873312484327,426.3664643703851,45.809777777777775,82.19846070460704,31.71121951219512,171.64244986449864,0.099383518484944
/Data/PoseEstimation/COCO/images/train2017/000000000443.jpg,0.5031662260492643,80.83262254933845,0.9420278258370876,3.8484848553797257,422.27716940008025,76.02099796921429,90.45032391465593,30.226728718776656,120.45830643302766,0.0356961748961204
/Data/PoseEstimation/COCO/images/train2017/000000000730.jpg,0.3642704457044601,312.1770604731304,0.7966152525715691,4.320187026764298,1031.9706690354485,37.9729609929078,37.83998226950354,49.055851063829785,103.8714539007092,0.0625
/Data/PoseEstimation/COCO/images/train2017/000000000810.jpg,0.4017056767123215,1089.948933419017,0.7812267653047226,5.144588282984744,4672.741394527914,51.367219074155734,52.66714106466172,51.44442883434017,76.79302590645055,0.0969064766945711
/Data/PoseEstimation/COCO/images/train2017/000000000925.jpg,0.533593158589469,161.12435920978558,0.9219644111808023,4.425522683334486,935.169458605868,46.072835742801885,52.270533800671956,55.24181226511814,133.49922719279968,0.0712805044683779
/Data/PoseEstimation/COCO/images/train2017/000000000965.jpg,0.4466197605316455,237.22564323251956,0.9499019691510716,3.5488015388488217,1083.3418761295393,199.9478237617955,186.3413752652371,20.05529007883796,78.28389428467922,0.0368582633653811
/Data/PoseEstimation/COCO/images/train2017/000000000984.jpg,0.3765095807611942,134.78008367006913,0.9675955397620576,4.073678832876642,759.9892298459998,57.14445628997868,90.87186780383796,32.49428571428572,150.00507462686568,0.0649170538852717
/Data/PoseEstimation/COCO/images/train2017/000000001237.jpg,0.5353675415110816,213.00144413199334,0.9632169816864953,4.332207840344682,845.9165319703161,83.21452811637313,104.32722314669483,48.07689849211056,108.42145058514025,0.09092820088487585
/Data/PoseEstimation/COCO/images/train2017/000000001398.jpg,0.3754105567932129,1078.0683026660504,0.7566710552219424,5.802376008623351,6930.610660399436,78.82828861256544,84.61858936220847,80.70208382912898,103.01122233460256,0.0550219076251245
/Data/PoseEstimation/COCO/images/train2017/000000001401.jpg,0.498843478038907,374.1135554120239,0.9487216224910436,4.711992228831786,977.378105134446,84.92667238421956,115.74971412235564,48.2590051457976,109.02744425385934,0.0235814402222129
/Data/PoseEstimation/COCO/images/train2017/000000001536.jpg,0.0,366.4437759514588,0.9204195585722156,4.244610359523669,1167.4959681168134,64.24019433582178,100.06730655290912,41.517952364024175,130.23948335110796,0.0528123882420742
/Data/PoseEstimation/COCO/images/train2017/000000001596.jpg,0.5136128842830658,382.350745892509,0.9238334766922908,4.1004540045393645,1498.4674434233546,59.32534626038781,74.03282548476454,31.486495844875343,83.33157894736843,0.0306892204991857
/Data/PoseEstimation/COCO/images/train2017/000000001942.jpg,0.4005552033583323,316.3813234381874,0.96933602158615,4.548242368471231,1423.887771609565,134.23581083939752,144.1842634117448,42.38177462345575,72.7820538585209,0.0528521133851006
/Data/PoseEstimation/COCO/images/train2017/000000002337.jpg,0.4054059521718459,155.8658622355185,0.9693010294335008,4.469881944398501,421.41064453788096,76.057781201849,80.73174114021572,50.685670261941446,110.93281972265024,0.0924755999268022
/Data/PoseEstimation/COCO/images/train2017/000000002823.jpg,0.44806246146597345,1140.7904001996142,0.810788159250845,5.102222999826114,5497.932528022549,123.1327456890658,103.98986202642766,52.18667520203231,62.07223277961726,0.039747604886114785
/Data/PoseEstimation/COCO/images/train2017/000000003000.jpg,0.18474265560507774,63.85516723400619,0.9879952453865322,3.6416418061390687,305.6921163432595,114.36768401658283,115.84478102127946,15.587076600739735,61.02898868366234,0.0879742359835067
/Data/PoseEstimation/COCO/images/train2017/000000003001.jpg,0.5155615028407838,190.9061518169009,0.9575380941132958,3.966242048708491,449.1811936555994,56.21659925684785,84.1889776725527,30.882410969714904,151.7211535299727,0.0324163584543914
/Data/PoseEstimation/COCO/images/train2017/000000003091.jpg,0.386202198266983,68.17050601624263,0.990224598546138,3.760288006016964,198.2729729483258,90.0167888984757,106.78005464480874,19.508196721311474,102.38298101811908,0.0510254451629077
/Data/PoseEstimation/COCO/images/train2017/000000003125.jpg,0.5255454080361945,855.6079901961518,0.7471216034807061,4.03219872013476,2930.548521015219,17.674133056164646,20.146707802659257,34.29807456811601,84.15737212523514,0.20665136742215745
/Data/PoseEstimation/COCO/images/train2017/000000003337.jpg,0.4892149288207292,462.6377851177321,0.9701033968337608,4.431399702228256,1680.641887019283,121.81674635827866,121.81674635827866,39.64555765595463,0.0,0.1254127714582577
/Data/PoseEstimation/COCO/images/train2017/000000003353.jpg,0.3458974510431289,387.036174318323,0.9701114172946036,5.043409837137345,2213.683088621598,102.8501667343448,102.8501667343448,68.31001513529476,0.0,0.0663689424663094
/Data/PoseEstimation/COCO/images/train2017/000000003466.jpg,0.3822669658590765,224.896811072428,0.9625110723268532,4.37241144152601,1109.5720128522669,92.31260735142564,114.16766179734232,37.70501055111155,108.9299318948924,0.0349897896786389
/Data/PoseEstimation/COCO/images/train2017/000000003779.jpg,0.2525079225500424,503.0755554666859,0.8076359683448069,4.905525275902437,1698.5825521243212,71.37480798771121,76.52380952380952,68.02611367127496,94.4710701484895,0.0534577906242219
