image_file,score,width,height,bbox_size,entropy,laplacian,brightness,B_sd,red,blue,green,color_var,contrast,img_size,edge_intensity,saturation,sift,psnr,centroid_l,c_moment_x,c_moment_y,bbox_prop,ASM,Contrast,Correlation,Variance,IDM,Sum_Average,Sum_Variance,Sum_Entropy,Entropy,Difference_Variance,Difference_Entropy,IMC1,IMC2
val2017/000000152686.jpg,0.9601555010851692,175.78,365.92,64321.4176,6.991802450582586,2396.599311747979,109.01634442270058,55.43787580137476,89.45675146771038,116.95071624266144,117.50457925636007,5611.808143724614,0.9999999999607843,256000,37.99749510763209,183.5571506849315,275,27.51508028227355,0.04706844823818913,84,166,0.2512555375,0.001326822857294276,534.8717750922178,0.9133339488209344,3085.1830447937127,0.2723276554369399,218.3219668499281,11805.860404082616,7.9762989035217515,11.780170814610791,0.00035069541841960505,4.483577673642464,-0.31631089501861875,0.9935864276388865
val2017/000000356505.jpg,0.9461072227534126,175.98,269.79,47477.6442,7.640442320355238,4402.490432331094,136.528624535316,57.04208398425575,143.86776420605418,132.13300053106744,133.6551035581519,3492.5158461832384,0.9999999999607843,272000,78.60446096654275,43.75201274561869,543,28.060926819655197,0.02664232366050618,86,141,0.17455016250000002,0.00012061923480508845,938.8870900009447,0.8553873984437033,3246.9226879823473,0.08630713090536277,272.5602962967316,12048.803661928414,8.617963870200253,13.766669084050504,9.734890265272564e-05,5.728884808935772,-0.19797251203808822,0.9745607409271955
val2017/000000127270.jpg,0.9453022515072542,247.26,443.74,109719.1524,7.26137603971773,1511.8464839741735,138.66578627502946,52.86390578921512,129.2749106661427,145.89419764030671,142.04215826943638,3423.9893745631907,0.9999999999607843,164000,27.886146169382478,101.9099715776679,335,27.741833742640374,0.009029345372460496,123,225,0.6690192219512195,0.0008298493328704125,441.38171731554417,0.9210986769233932,2796.9269735025255,0.25584196192947845,277.3544795433148,10746.32617669458,8.235841728241496,12.0282414012141,0.0003678704847615405,4.271600829270319,-0.3434828258630001,0.9963329677586434
val2017/000000097988.jpg,0.9428054585176356,125.15,386.46,48365.469,7.541892136058716,7403.016086982201,98.92480829015544,55.624675481054034,94.58138860103627,78.44567875647668,105.13363730569948,3633.2927483083754,0.9999999999607843,374544,70.27430051813471,109.23944041450777,268,27.592449070096055,0.06476683937823834,62,168,0.129131608035371,0.0001518447530014452,1207.7861656456273,0.8050353744944311,3097.1401888467567,0.10104756943956886,198.05927498703028,11180.77458974139,8.46323859171886,13.57741686415939,0.00011300326296103197,5.674593739035597,-0.19966962473631325,0.9744153063415417
val2017/000000021879.jpg,0.9415818347650416,131.46,228.37,30021.520200000003,7.315832552261,3676.5586153323543,153.9355497522432,39.94408545637345,155.74089326369358,157.96896343913218,152.23660774072587,1901.0654758177322,0.9999999999607843,273280,78.8614905584572,49.593745814918975,220,27.985145718535918,0.008771929824561403,65,116,0.10985626536885247,0.0001417294431333987,690.9915582454136,0.7844883640972471,1602.7951500115169,0.08490137619551413,307.7650868009913,5720.18904180067,8.223094670011196,13.280932567601855,0.0001066219805763682,5.537443496995616,-0.18545068707406787,0.9644520845676354
val2017/000000025393.jpg,0.9415470572078928,137.28,401.06,55057.5168,7.127819173960397,1180.22741562634,76.35944809509074,69.36776220377293,85.73642535995776,68.41154413236981,73.10644920545352,4933.560741230683,0.9999999999607843,307200,32.9744980614158,69.5827766350547,164,27.555193785726072,0.08757010968921299,71,166,0.17922368749999998,0.0006883657315918156,336.3535136954837,0.9652219433317102,4833.494321500522,0.2337725097647808,153.2000893211469,18997.623772306604,8.092975633643128,11.812251371621967,0.00034595135911073696,4.223730205710259,-0.34286257654295216,0.9959642089275725
val2017/000000430961.jpg,0.9401399773709914,341.22,313.98,107136.25560000002,7.569597527247435,693.6066723769944,111.42919247093214,66.33237858177469,112.53020153092295,109.6012011280485,111.2488546185341,4652.137330828197,0.9999999999607843,143550,24.357274694799173,84.5243645358043,419,27.88441629565881,0.06182585864853205,174,175,0.7463340689655173,0.0011421800576492146,233.5800457799828,0.9735156027476135,4408.954111394005,0.3559061352325694,223.13967497701935,17402.236399796027,8.540687992687577,11.806243508533761,0.00048322262507225237,3.817773346644765,-0.44059006192011885,0.9992580777601802
val2017/000000482800.jpg,0.9389483963741976,66.75,261.88,17480.489999999998,7.481635221860156,4067.239016977555,92.1619644723093,50.39970395757229,100.8296180192732,76.13468013468014,90.86381051898293,2652.385443911367,0.9999999999607843,292480,66.4367816091954,94.97550214791595,113,28.018184082364755,0.041201268338919655,32,140,0.05976644556892778,0.00018556307280452833,737.3267153915197,0.8549334427985635,2541.270079319235,0.12010994849713345,184.19959001100577,9427.753601885424,8.405225634426763,12.965638542931497,0.00014005733710133547,5.347430798754318,-0.2671366247941972,0.9905804629355381
val2017/000000250127.jpg,0.9386445669566884,136.63,422.83,57771.2629,7.75248321839489,5486.325190943665,106.86823947588515,76.96955687259559,117.48058962921661,107.43709924728185,101.34654655701144,6338.87235062179,0.9999999999607843,409600,62.83915876777251,110.94060147755785,409,27.598839392778466,0.11939255408654573,66,161,0.14104312231445312,0.00023424270467534933,1125.3444221850036,0.9048776437602063,5915.62450065966,0.11339171410734453,214.01923297875564,22537.153580453647,8.68859244213511,13.627508041938611,0.00012323525979984548,5.603432976266387,-0.2426554477111003,0.9880205748237842
val2017/000000203864.jpg,0.9376990549704608,180.95,338.73,61293.1935,7.673121622655787,7315.855473081008,135.65665680473373,53.00748165594637,137.49930966469427,112.59105851413544,139.18576594345825,3136.3525968668896,0.9999999999607843,314240,88.22312623274162,71.59809335963182,570,28.09337150415236,0.024311903918946894,89,161,0.19505216872454176,8.859128500250869e-05,1321.5235196937247,0.7655792332880687,2818.1619249057912,0.07086498423468787,271.48910792261074,9951.124179929455,8.58315758855888,14.16267886038941,7.28124624109315e-05,6.039924629963563,-0.15472046501241307,0.9507256236983794
val2017/000000022705.jpg,0.935783771907582,219.55,525.2,115307.66000000002,7.188061804135506,2142.8787037127527,86.79560774081322,53.31220103041726,91.9853533376821,80.86730158730158,85.2822874537943,2867.8354304087493,0.9999999999607843,308480,35.920678408349644,42.98152641878669,184,28.22826020655439,0.047070581715212605,119,256,0.37379298495850627,0.0005523708033428133,418.8789661010537,0.9264418997810978,2846.7257364076672,0.21996866420891634,173.51134010759029,10968.023979529622,8.15862078798338,12.089727223115798,0.0002959292904291952,4.452134104252114,-0.31790841418207716,0.9944271933412265
val2017/000000485027.jpg,0.935221188208636,157.48,439.73,69248.6804,7.07319484354725,2108.0459932866984,108.677117943212,49.72494496676638,136.47940455290686,74.14156377406671,101.20499688057687,4086.2431402971124,0.9999999999607843,215680,31.06336056178634,176.56127852821265,299,27.668684105502148,0.02973232562473912,75,209,0.3210714039317507,0.0007010706712801955,512.2756261214736,0.896870808290539,2482.838931559393,0.1975686719843556,217.573362728596,9419.0801001161,8.040590518278046,12.08071458608265,0.00028424194317626356,4.5533956164969425,-0.2930098101242903,0.9918743617022565
val2017/000000499031.jpg,0.9348873215563156,137.64,428.34,58956.71759999999,7.646911985149044,2331.055834568087,108.53874752711644,66.81495515151384,119.40981649498602,104.59828433044547,103.77484821611297,5258.899664842863,0.9999999999607843,273280,54.217289719626166,128.3559587966437,290,27.562293083030696,0.03557539806990601,71,202,0.2157374033957845,0.00024373607312373112,600.3290270949947,0.9330094487353651,4478.89941696727,0.1659415811760264,217.1786270677465,17315.268640774088,8.60936837878749,13.086915332388918,0.00020274207422524968,4.982957297055272,-0.2880405780188957,0.993356775595572
val2017/000000456662.jpg,0.934448491124546,138.88,490.27,68088.6976,7.605057847888431,653.9015373265672,153.4251257024549,59.68492991855068,171.8776249630287,149.21078083407275,144.82493345164153,3345.0883892809893,0.830258302552389,374544,44.19321206743567,74.5027950310559,493,27.71201525478748,0.08279082314288896,65,207,0.1817909180229826,0.0005135911265505972,223.20458244824167,0.968628918595396,3557.8716036691167,0.24950845698249963,306.6322343340529,14008.281832228258,8.586450702522196,12.551392190019502,0.0003077385056075224,4.4021942029177765,-0.34969278101334067,0.9972903948808164
val2017/000000474028.jpg,0.9342142869444454,45.1,111.31,5020.081,7.394337136464026,3090.9817438659884,91.21641641641642,50.94794111123869,94.90910910910911,82.22502502502502,91.08548548548549,2626.8224427831233,0.9919354838309703,273280,81.12012012012012,98.54334334334334,54,27.87740046730072,0.06306306306306306,22,62,0.018369734338407495,0.0002590181234311842,783.0410470180925,0.8506509398638002,2619.2981057783722,0.08853143661858827,182.53369884347157,9694.151376095399,8.290762041634988,12.252650054575316,0.00012234269845049698,5.450542836238514,-0.3447804261442613,0.9969229967887612
val2017/000000118921.jpg,0.933999075609095,163.83,226.17,37053.4311,6.916959199960367,5450.761528459916,149.12918725229383,87.58341671507367,159.8240946848363,144.07570986481352,144.66825017644823,7602.977511122131,0.9999999999607843,273280,35.815462294369944,65.59563494217927,186,27.816905405713204,0.04905768610346706,80,124,0.1355877894467213,0.0014798241347577727,1226.848022339087,0.9202957666775067,7694.658181406531,0.23455854249172503,297.68081989835605,29551.784703287027,7.884932752019074,11.636992462200546,0.0002958192933220696,4.81228312410393,-0.3172318216026524,0.9935861451450814
val2017/000000357737.jpg,0.9334200270035689,181.62,434.6,78932.05200000001,7.723555536092759,3961.812216059527,121.62065585457138,55.67253775597601,115.46574331033429,128.89799373679253,123.340555541411,3053.2252946899257,0.9999999999607843,307200,74.79510909692695,72.17025231051251,535,27.88552796890725,0.031927003332345896,88,204,0.25694027343750003,0.0001380628816765753,697.6000424883712,0.8872980809048381,3095.166375882475,0.10677095614174174,242.95423314507948,11683.06546104152,8.683404567191964,13.736886481067259,0.00012248982183822333,5.43573171856127,-0.22141630800888376,0.9829355651798009
val2017/000000562207.jpg,0.9333436313797446,89.98,209.63,18862.5074,7.73134691989768,3641.224048532116,91.100317187248,63.345870904791,93.32455244341702,87.47508198483952,90.65706144830924,4203.925519638332,0.9999999999607843,272000,72.97268964034191,61.891403687973764,123,27.954841181864808,0.061061431117651166,39,109,0.06934745367647058,0.00017780655906267828,763.9265200845589,0.9044786969247487,4000.0920842209034,0.10419679793937622,181.4840064844082,15236.44181679907,8.684678207270398,13.308170041064699,0.00011665781653748282,5.504258895167942,-0.2777451974044113,0.9929905580506253
val2017/000000248616.jpg,0.9330643625820384,184.43,328.63,60609.2309,7.832813806735773,6416.713658526032,110.68816277836692,72.59344651774367,112.24574164899258,95.2016668875928,112.9264481707317,5692.537675754157,0.9999999999607843,273280,74.7313262195122,95.97680275715801,463,27.729782030105575,0.022578087649572327,88,162,0.2217843636563232,0.0004151619640106159,1183.1442325133046,0.887760410324246,5270.553341615416,0.11644887107764289,221.45549292692613,19899.069133948356,8.78733332731463,13.94746378482077,9.34692522770876e-05,5.822392879704006,-0.21961021187509702,0.9835011641877687
val2017/000000482800.jpg,0.9323656348621144,165.77,368.47,61081.27190000001,7.704469849749286,4668.113679238467,110.03152173913044,55.748302358602174,112.12605401844532,93.8116765480896,112.10607707509881,3289.2035269072767,0.9999999999607843,292480,75.23171936758894,76.1840579710145,232,27.961173134639296,0.03852320318985832,81,198,0.2088391407959519,0.00011381328665039819,747.1918777157581,0.8800648691374928,3114.6988274457603,0.10174304117401663,220.19240153955627,11711.60343206726,8.635805887812264,13.691341313659265,0.00011754018849858088,5.475030648860399,-0.2232518354980588,0.9835643870487748
val2017/000000495732.jpg,0.9317288924666012,229.19,432.43,99108.6317,7.647308366865299,1927.5179951176522,113.47062510108361,53.84448980281851,114.05329128254893,100.10664321526767,115.78871502506874,2827.931646193499,0.9999999999607843,273280,36.06365235322659,59.51636543748989,232,27.966487846362664,0.05969209310075787,109,192,0.36266331857435596,0.00023837357190745206,371.86402108295107,0.9359496644713394,2902.544270376147,0.1931796754422708,226.72040097122158,11238.31306042163,8.617554797996455,12.883023918163893,0.00023669202088772817,4.679107899043663,-0.31539960583903104,0.9958400858876121
val2017/000000372577.jpg,0.931714135057786,168.66,387.01,65273.1066,6.855315359779123,2170.6292238855,104.76528854435831,53.43585860959796,80.09230035683524,143.52479389688693,109.81012366186785,3370.3453309667493,0.9540229884691945,307200,37.354189737910666,120.26811861695583,312,28.78656325968389,0.023648418997520817,81,199,0.212477560546875,0.0011224137921181515,517.0301747544764,0.909860055895661,2867.2607190827553,0.20479591028037156,209.34579683830603,10952.01270157654,7.791394286195679,11.80395529471874,0.00028630567065239575,4.615410855970941,-0.2789342970966423,0.9886675254182116
val2017/000000507797.jpg,0.931577528224272,63.99,144.21,9227.9979,7.1980108201526365,3154.6944140682103,86.80853174603175,54.699449797613966,95.64792768959435,82.44587742504409,83.15663580246914,3064.6736231400996,0.9999999999607843,272000,49.47089947089947,42.70359347442681,64,27.785317423949046,0.017325644044219227,32,73,0.03392646286764706,0.0007541890260319893,796.4813981661262,0.8662609071851575,2979.0338131996054,0.19792382168813277,172.23687756575865,11119.6538546323,8.100579171733546,11.889182452679773,0.00022954127085263922,5.003241104750243,-0.34637928633220216,0.9963123092818684
val2017/000000104424.jpg,0.9315210756133584,118.38,378.2,44771.316,7.74516388726072,2580.856218191925,111.96917316832571,71.29445525514544,125.33445430903058,95.10537171554121,108.44191103936866,5206.886167571353,0.9999999999607843,271360,48.348466505246165,104.51878755268586,220,28.064904934893825,0.1011314230169006,56,152,0.1649886350235849,0.0006763210119546795,589.4545345068276,0.9421792818727387,5095.980493482792,0.22742295040292618,223.82400186671012,19794.467439424337,8.697964738667952,12.765506821895045,0.00025502443503054286,4.786501938933911,-0.3517794072502314,0.9977491817812827
val2017/000000172649.jpg,0.9306935632930082,151.03,114.07,17227.9921,6.893225312658035,1789.7888309943964,113.30207970256768,36.721023314230465,171.63901475543162,91.82978970605322,87.77222028581387,1690.7088028594878,0.99999999995671,273280,36.97455559428372,126.1981526664343,69,28.426329038536128,0.013245033112582781,73,57,0.06304154017857143,0.0007630994320833052,330.97990385132766,0.8779081395795338,1355.023649802372,0.24148301958935292,226.47344147402828,5089.11469535817,7.818261279579697,11.618671946710503,0.0003379584565167352,4.474022623183266,-0.3151465677542934,0.9932128731849919
val2017/000000083172.jpg,0.9306513386614182,78.47,169.62,13310.0814,5.699840522312469,2357.377235399665,117.47716583219542,33.29095997414711,132.2304657866788,109.80587164314974,111.52351691700804,1881.075514090695,0.9999999999607843,273280,25.225307237141557,62.753755120619026,28,31.972775941336185,0.038461538461538464,36,84,0.048704923155737705,0.00562582640704304,396.64773409587974,0.8218030663340408,1112.5736237912956,0.33010636924098563,234.64472561931353,4053.6467610692835,6.566800506453533,9.562105808724713,0.000473725506358935,4.038492570318281,-0.32309560429012374,0.9868899721035642
