image_file,center,scale,score,bbox,width,height,bbox_size,x,y,entropy,laplacian,brightness,B_sd,red,blue,green,color_var,c_moment,contrast,img_size,edge_intensity,edge_num,saturation,sift,c_moment_x,c_moment_y,bbox_prop
val2017/000000152686.jpg,"[318.7799987792969, 205.77999877929688]","[1.7105625867843628, 2.280750036239624]",0.9601555010851692,"[231.39, 23.32, 175.78, 365.92]",175.78,365.92,64321.4176,231.39,23.32,6.991802450582586,2396.599311747979,109.01634442270058,55.43787580137476,89.45675146771038,116.95071624266144,117.50457925636007,5611.808143724614,"(84, 166)",0.9999999999607843,256000,37.99749510763209,2427090,183.5571506849315,275,84,166,0.2512555375
val2017/000000356505.jpg,"[310.1300048828125, 220.11500549316406]","[1.2599530220031738, 1.6799376010894775]",0.9461072227534126,"[222.64, 85.72, 175.98, 269.79]",175.98,269.79,47477.6442,222.64,85.72,7.640442320355238,4402.490432331094,136.528624535316,57.04208398425575,143.86776420605418,132.13300053106744,133.6551035581519,3492.5158461832384,"(86, 141)",0.9999999999607843,272000,78.60446096654275,3700305,43.75201274561869,543,86,141,0.17455016250000002
val2017/000000127270.jpg,"[162.24000549316406, 270.19000244140625]","[2.075343608856201, 2.767125129699707]",0.9453022515072542,"[39.11, 48.82, 247.26, 443.74]",247.26,443.74,109719.1524,39.11,48.82,7.26137603971773,1511.8464839741735,138.66578627502946,52.86390578921512,129.2749106661427,145.89419764030671,142.04215826943638,3423.9893745631907,"(123, 225)",0.9999999999607843,164000,27.886146169382478,3051330,101.9099715776679,335,123,225,0.6690192219512195
val2017/000000097988.jpg,"[257.364990234375, 404.5199890136719]","[1.8068437576293945, 2.4091248512268066]",0.9428054585176356,"[195.29, 211.79, 125.15, 386.46]",125.15,386.46,48365.469,195.29,211.79,7.541892136058716,7403.016086982201,98.92480829015544,55.624675481054034,94.58138860103627,78.44567875647668,105.13363730569948,3633.2927483083754,"(62, 168)",0.9999999999607843,374544,70.27430051813471,3390735,109.23944041450777,268,62,168,0.129131608035371
val2017/000000021879.jpg,"[339.6600036621094, 192.43499755859375]","[1.0657968521118164, 1.4210624694824219]",0.9415818347650416,"[274.43, 78.75, 131.46, 228.37]",131.46,228.37,30021.520200000003,274.43,78.75,7.315832552261,3676.5586153323543,153.9355497522432,39.94408545637345,155.74089326369358,157.96896343913218,152.23660774072587,1901.0654758177322,"(65, 116)",0.9999999999607843,273280,78.8614905584572,2355435,49.593745814918975,220,65,116,0.10985626536885247
val2017/000000025393.jpg,"[217.08999633789062, 273.5400085449219]","[1.8752812147140503, 2.5003747940063477]",0.9415470572078928,"[148.95, 73.51, 137.28, 401.06]",137.28,401.06,55057.5168,148.95,73.51,7.127819173960397,1180.22741562634,76.35944809509074,69.36776220377293,85.73642535995776,68.41154413236981,73.10644920545352,4933.560741230683,"(71, 166)",0.9999999999607843,307200,32.9744980614158,1811520,69.5827766350547,164,71,166,0.17922368749999998
val2017/000000430961.jpg,"[209.5399932861328, 157.2100067138672]","[2.1263749599456787, 2.8351666927337646]",0.9401399773709914,"[39.43, 0.72, 341.22, 313.98]",341.22,313.98,107136.25560000002,39.43,0.72,7.569597527247435,693.6066723769944,111.42919247093214,66.33237858177469,112.53020153092295,109.6012011280485,111.2488546185341,4652.137330828197,"(174, 175)",0.9999999999607843,143550,24.357274694799173,2599725,84.5243645358043,419,174,175,0.7463340689655173
val2017/000000482800.jpg,"[161.2449951171875, 237.24000549316406]","[1.2228749990463257, 1.6304999589920044]",0.9389483963741976,"[128.37, 106.8, 66.75, 261.88]",66.75,261.88,17480.489999999998,128.37,106.8,7.481635221860156,4067.239016977555,92.1619644723093,50.39970395757229,100.8296180192732,76.13468013468014,90.86381051898293,2652.385443911367,"(32, 140)",0.9999999999607843,292480,66.4367816091954,1144440,94.97550214791595,113,32,140,0.05976644556892778
val2017/000000250127.jpg,"[305.114990234375, 390.7850036621094]","[1.9773280620574951, 2.63643741607666]",0.9386445669566884,"[237.3, 179.87, 136.63, 422.83]",136.63,422.83,57771.2629,237.3,179.87,7.75248321839489,5486.325190943665,106.86823947588515,76.96955687259559,117.48058962921661,107.43709924728185,101.34654655701144,6338.87235062179,"(66, 161)",0.9999999999607843,409600,62.83915876777251,3606465,110.94060147755785,409,66,161,0.14104312231445312
val2017/000000203864.jpg,"[341.5450134277344, 269.2749938964844]","[1.5831093788146973, 2.1108124256134033]",0.9376990549704608,"[251.57, 100.41, 180.95, 338.73]",180.95,338.73,61293.1935,251.57,100.41,7.673121622655787,7315.855473081008,135.65665680473373,53.00748165594637,137.49930966469427,112.59105851413544,139.18576594345825,3136.3525968668896,"(89, 161)",0.9999999999607843,314240,88.22312623274162,5367495,71.59809335963182,570,89,161,0.19505216872454176
